witness,"A witness is somebody who saw something, especially a crime."
wiz,
wizard,"A person who uses magic, who has magical powers.

Synonyms: magician and sorcerer"
woe,
woke,The past tense of wake.
wolf,"A wolf is a wild animal, similar to a dog."
woman,A female human.
women,The plural form of woman; more than one woman.
wood,Wood is what trees are made of. People use wood to build things like houses and furniture.
woozy,
word,Words are the smallest meaningful pieces of a language that can be used on their own.
works,The third-person singular form of work.
worm,"A tube-shaped animal with no legs that lives underground, under water, or inside another animal."
worst,The superlative form of bad; most bad.
worth,"If 



x


{\displaystyle x}

 is worth 



y


{\displaystyle y}

, 



x


{\displaystyle x}

 has the value of 



y


{\displaystyle y}

, usually in money."
wrangle,
wrap,If you wrap something you cover it with something like paper or cloth. This might be done by winding the paper or cloth over it.
wrath,
wreath,
wrench,
wriggle,
wrinkle,"A wrinkle is a line or crease on old and fragile skin, usually caused by old age or tiredness."
wrist,Someone's wrist is a part of their body where the arm joins the hand.
wrong,"If something is wrong, it is not right. If something is wrong it may be incorrect, not true, or bad.

Synonyms: incorrect, mistake and inaccurate


Antonyms: right, correct, accurate and unmistaken"
yank,
yarn,
yawn,"When someone yawns, they open their mouth wide and sometimes stretch their arms."
yearn,
yid,
yield,A yield is how much of a crop is grown in a year.
yields,The plural form of yield; more than one yield.
yoke,
yolk,The yolk is the yellow part of an egg.
yolks,The plural form of yolk; more than one yolk.
yours,"If something is yours, it belongs to you."
youths,The plural form of youth; more than one youth.
yuck,"You say yuck when you are unhappy or disgusted about something, usually food.

Antonyms: yum and yummy"
Yule,
Yuletide,
zab,
zag,
zags,
zak,
zam,
zat,
Zeb,
zebra,"An animal that somewhat looks like a horse, but has black and white stripes."
zero,"Zero is a count of nothing. It is often written 0.

Synonym: nought"
zestfully,
Zeth,
zigs,
zim,
zip,A zip is a sound made by a small object.
zodiac,";  A belt-like area of the sky that the Sun, Moon, and the planets pass through; it extends about eight degrees north and south of the ecliptic, and is divided into 12 equal parts which are each named after a constellation."
